spec	Fold_0
nist_1262522	train
nist_1262543	test
nist_1262557	train
nist_1262595	train
nist_1262620	train
nist_1262633	train
nist_1262656	train
nist_1262673	train
nist_1262698	train
nist_1262754	train
nist_1262767	train
nist_1262798	train
nist_1262812	train
nist_1262893	train
nist_1262931	val
nist_1262941	val
nist_1262953	val
nist_1262994	train
nist_1263052	train
nist_1263097	train
nist_1263137	train
nist_1263151	train
nist_1263292	val
nist_1263336	train
nist_1263473	train
nist_1263505	train
nist_1263516	train
nist_1263579	train
nist_1263611	train
nist_1263725	train
nist_1263774	train
nist_1263823	train
nist_1263832	train
nist_1263861	train
nist_1263890	test
nist_1263952	test
nist_1263954	test
nist_1264069	test
nist_1264125	train
nist_1264143	train
nist_1264174	train
nist_1264192	train
nist_1264215	train
nist_1264245	train
nist_1264324	train
nist_1264333	train
nist_1264372	train
nist_1264388	train
nist_1264420	train
nist_1264430	train
nist_1264482	train
nist_1264488	train
nist_1264500	train
nist_1264530	train
nist_1264570	train
nist_1264595	train
nist_1264623	train
nist_1264642	train
nist_1264664	train
nist_1264692	train
nist_1264722	train
nist_1264761	train
nist_1264798	train
nist_1264808	train
nist_1264854	train
nist_1264869	train
nist_1264890	train
nist_1264944	val
nist_1264965	val
nist_1265012	train
nist_1265024	train
nist_1265035	train
nist_1265055	train
nist_1265073	train
nist_1265082	train
nist_1265096	train
nist_1265109	train
nist_1265153	train
nist_1265159	train
nist_1265173	train
nist_1265180	train
nist_1265190	train
nist_1265202	train
nist_1265219	test
nist_1265235	test
nist_1265277	val
nist_1265298	val
nist_1265327	val
nist_1265343	val
nist_1265357	val
nist_1265365	train
nist_1265401	train
nist_1265423	train
nist_1265485	train
nist_1265514	train
nist_1265527	train
nist_1265531	train
nist_1265677	train
nist_1265681	train
nist_1265685	train
nist_1265692	val
nist_1265697	train
nist_1265714	train
nist_1265733	test
nist_1265816	train
nist_1265940	test
nist_1265959	test
nist_1265977	test
nist_1265997	test
nist_1266065	test
nist_1266094	test
nist_1266106	train
nist_1266112	train
nist_1266159	train
nist_1266165	train
nist_1266185	train
nist_1266256	train
nist_1266262	train
nist_1266280	train
nist_1266312	train
nist_1266325	train
nist_1266356	train
nist_1266390	train
nist_1266409	train
nist_1266457	train
nist_1266492	train
nist_1266533	train
nist_1266559	train
nist_1266577	train
nist_1266598	train
nist_1266611	train
nist_1266629	train
nist_1266642	train
nist_1266659	train
nist_1266694	train
nist_1266736	train
nist_1266781	train
nist_1266825	train
nist_1266858	val
nist_1266877	train
nist_1266897	train
nist_1266915	train
nist_1266948	train
nist_1266982	train
nist_1267009	train
nist_1267046	train
nist_1267071	train
nist_1267093	train
nist_1267164	val
nist_1267184	val
nist_1267198	train
nist_1267216	train
nist_1267231	train
nist_1267292	train
nist_1267328	train
nist_1267367	train
nist_1267385	train
nist_1267460	train
nist_1267482	train
nist_1267520	train
nist_1267528	train
nist_1267541	train
nist_1267577	train
nist_1267584	train
nist_1267603	train
nist_1267623	train
nist_1267655	train
nist_1267687	train
nist_1267706	train
nist_1267742	train
nist_1267752	train
nist_1267769	train
nist_1267785	train
nist_1267822	train
nist_1267839	train
nist_1267849	val
nist_1267858	val
nist_1267869	train
nist_1267914	train
nist_1267924	train
nist_1267965	train
nist_1267986	train
nist_1268005	train
nist_1268019	train
nist_1268026	train
nist_1268073	train
nist_1268117	train
nist_1268150	train
nist_1268165	train
nist_1268181	train
nist_1268196	train
nist_1268234	test
nist_1268251	test
nist_1268271	train
nist_1268305	train
nist_1268327	test
nist_1268358	train
nist_1268389	train
nist_1268409	train
nist_1268471	train
nist_1268483	train
nist_1268545	train
nist_1268548	train
nist_1268598	test
nist_1268632	val
nist_1268666	train
nist_1268686	train
nist_1268699	train
nist_1268709	test
nist_1268720	test
nist_1268737	test
nist_1268784	test
nist_1268798	test
nist_1268807	train
nist_1268819	test
nist_1268824	test
nist_1268877	train
nist_1268903	train
nist_1268925	train
nist_1268929	train
nist_1268944	val
nist_1269024	val
nist_1269104	val
nist_1269110	train
nist_1269132	train
nist_1269157	train
nist_1269187	train
nist_1269206	train
nist_1269222	train
nist_1269259	train
nist_1269279	train
nist_1269299	train
nist_1269316	train
nist_1269332	train
nist_1269421	train
nist_1269444	train
nist_1269460	train
nist_1269535	train
nist_1269547	train
nist_1269585	test
nist_1269667	train
nist_1269773	train
nist_1269797	train
nist_1269819	train
nist_1269860	train
nist_1269874	train
nist_1269885	train
nist_1269904	train
nist_1269920	train
nist_1269942	train
nist_1269965	train
nist_1269988	train
nist_1270155	train
nist_1270162	train
nist_1270215	train
nist_1270221	train
nist_1270363	train
nist_1270397	train
nist_1270445	train
nist_1270468	train
nist_1270486	train
nist_1270492	test
nist_1270504	test
nist_1270519	test
nist_1270522	train
nist_1270561	train
nist_1270584	train
nist_1270590	train
nist_1270647	train
nist_1270665	train
nist_1270692	train
nist_1270777	train
nist_1270817	train
nist_1270849	train
nist_1270869	train
nist_1270887	train
nist_1270920	val
nist_1270950	test
nist_1270962	test
nist_1270981	test
nist_1271014	train
nist_1271035	train
nist_1271047	train
nist_1271057	test
nist_1271080	test
nist_1271133	train
nist_1271187	train
nist_1271199	train
nist_1271202	train
nist_1271235	val
nist_1271254	val
nist_1271273	train
nist_1271295	train
nist_1271301	train
nist_1271321	train
nist_1271327	val
nist_1271338	train
nist_1271349	test
nist_1271367	test
nist_1271385	test
nist_1271397	train
nist_1271458	train
nist_1271478	train
nist_1271503	train
nist_1271538	val
nist_1271547	train
nist_1271639	train
nist_1271655	train
nist_1271665	train
nist_1271684	train
nist_1271725	test
nist_1271749	test
nist_1271798	train
nist_1271823	train
nist_1271915	train
nist_1271955	train
nist_1271967	train
nist_1272021	train
nist_1272040	train
nist_1272088	train
nist_1272142	train
nist_1272165	train
nist_1272255	train
nist_1272267	test
nist_1272285	test
nist_1272301	train
nist_1272342	train
nist_1272349	val
nist_1272397	train
nist_1272411	train
nist_1272434	train
nist_1272453	train
nist_1272479	train
nist_1272500	train
nist_1272555	train
nist_1272576	train
nist_1272595	val
nist_1272613	val
nist_1272644	train
nist_1272699	train
nist_1272716	train
nist_1272766	train
nist_1272800	train
nist_1272833	train
nist_1272879	train
nist_1272893	val
nist_1272930	val
nist_1272983	val
nist_1272999	val
nist_1273042	train
nist_1273060	train
nist_1273112	train
nist_1273170	train
nist_1273202	train
nist_1273223	train
nist_1273258	train
nist_1273271	train
nist_1273293	train
nist_1273321	train
nist_1273338	train
nist_1273359	train
nist_1273380	train
nist_1273410	train
nist_1273417	train
nist_1273440	train
nist_1273479	train
nist_1273488	train
nist_1273492	val
nist_1273521	train
nist_1273543	train
nist_1273562	train
nist_1273565	train
nist_1273622	train
nist_1273670	train
nist_1273694	train
nist_1273749	train
nist_1273766	train
nist_1273828	train
nist_1273867	train
nist_1273884	train
nist_1273899	val
nist_1273916	val
nist_1273938	val
nist_1273948	val
nist_1273999	test
nist_1274040	test
nist_1274048	train
nist_1274057	train
nist_1274067	train
nist_1274106	train
nist_1274159	train
nist_1274197	train
nist_1274220	train
nist_1274254	train
nist_1274265	train
nist_1274415	train
nist_1274436	train
nist_1274477	train
nist_1274498	train
nist_1274583	train
nist_1274598	train
nist_1274606	train
nist_1274613	train
nist_1274618	train
nist_1274624	train
nist_1274634	val
nist_1274641	test
nist_1274648	train
nist_1274658	train
nist_1274710	train
nist_1274729	train
nist_1274734	train
nist_1274753	train
nist_1274774	train
nist_1274796	train
nist_1274819	train
nist_1274840	train
nist_1274871	train
nist_1274913	train
nist_1274933	train
nist_1274948	train
nist_1274970	train
nist_1274997	train
nist_1275028	train
nist_1275046	train
nist_1275080	train
nist_1275087	train
nist_1275096	train
nist_1275120	train
nist_1275124	train
nist_1275144	train
nist_1275151	train
nist_1275161	train
nist_1275172	train
nist_1275180	train
nist_1275190	train
nist_1275258	test
nist_1275272	train
nist_1275294	train
nist_1275315	train
nist_1275339	train
nist_1275358	train
nist_1275364	train
nist_1275404	train
nist_1275427	train
nist_1275452	train
nist_1275484	train
nist_1275502	train
nist_1275525	train
nist_1275532	train
nist_1275573	train
nist_1275590	train
nist_1275606	train
nist_1275617	train
nist_1275632	train
nist_1275692	train
nist_1275753	train
nist_1275815	test
nist_1275824	test
nist_1275845	train
nist_1275848	train
nist_1275858	train
nist_1275864	train
nist_1275882	train
nist_1275892	test
nist_1275909	test
nist_1275928	test
nist_1275936	test
nist_1275955	test
nist_1275971	train
nist_1275980	train
nist_1276017	train
nist_1276036	train
nist_1276075	train
nist_1276098	train
nist_1276136	train
nist_1276194	train
nist_1276228	train
nist_1276245	train
nist_1276283	train
nist_1276301	train
nist_1276319	train
nist_1276345	train
nist_1276386	train
nist_1276400	train
nist_1276431	val
nist_1276450	train
nist_1276492	train
nist_1276519	train
nist_1276556	train
nist_1276583	train
nist_1276628	train
nist_1276694	train
nist_1276701	train
nist_1276737	train
nist_1276743	train
nist_1276746	train
nist_1276749	train
nist_1276759	train
nist_1276765	train
nist_1276801	train
nist_1276804	train
nist_1276806	train
nist_1276811	train
nist_1276923	test
nist_1276929	test
nist_1276954	train
nist_1277010	train
nist_1277019	train
nist_1277035	test
nist_1277047	test
nist_1277067	train
nist_1277070	train
nist_1277077	train
nist_1277182	train
nist_1277193	train
nist_1277222	train
nist_1277251	train
nist_1277273	val
nist_1277286	val
nist_1277307	val
nist_1277347	train
nist_1277389	train
nist_1277393	train
nist_1277502	train
nist_1277520	train
nist_1277538	train
nist_1277606	test
nist_1277628	test
nist_1277649	test
nist_1277684	test
nist_1277688	test
nist_1277702	test
nist_1277710	train
nist_1277732	train
nist_1277765	train
nist_1277783	train
nist_1277801	train
nist_1277802	train
nist_1277825	train
nist_1277848	train
nist_1277866	test
nist_1277891	train
nist_1277913	train
nist_1277929	train
nist_1277944	train
nist_1277968	test
nist_1278017	train
nist_1278056	train
nist_1278075	train
nist_1278096	train
nist_1278116	train
nist_1278142	train
nist_1278162	train
nist_1278180	train
nist_1278210	train
nist_1278228	train
nist_1278236	val
nist_1278256	val
nist_1278262	val
nist_1278320	val
nist_1278331	train
nist_1278336	train
nist_1278355	train
nist_1278376	train
nist_1278393	train
nist_1278464	test
nist_1278472	train
nist_1278493	train
nist_1278497	train
nist_1278539	val
nist_1278559	val
nist_1278564	val
nist_1278617	train
nist_1278641	train
nist_1278645	train
nist_1278731	train
nist_1278741	val
nist_1278760	val
nist_1278802	val
nist_1278846	train
nist_1278849	train
nist_1278867	val
nist_1278886	test
nist_1278905	test
nist_1278946	test
nist_1278962	test
nist_1278975	test
nist_1278985	test
nist_1279014	test
nist_1279018	test
nist_1279109	test
nist_1279124	train
nist_1279140	train
nist_1279157	train
nist_1279177	train
nist_1279183	train
nist_1279221	train
nist_1279273	train
nist_1279276	train
nist_1279319	train
nist_1279322	train
nist_1279334	train
nist_1279390	test
nist_1279410	test
nist_1279499	train
nist_1279538	train
nist_1279542	train
nist_1279553	train
nist_1279564	train
nist_1279567	train
nist_1279582	train
nist_1279628	train
nist_1279639	train
nist_1279649	train
nist_1279661	train
nist_1279706	train
nist_1279731	train
nist_1279768	train
nist_1279789	train
nist_1279828	train
nist_1279851	train
nist_1279877	train
nist_1279906	train
nist_1279930	train
nist_1279952	train
nist_1279976	train
nist_1279989	train
nist_1280028	train
nist_1280041	train
nist_1280051	train
nist_1280085	train
nist_1280099	train
nist_1280147	train
nist_1280173	train
nist_1280230	train
nist_1280249	train
nist_1280264	train
nist_1280284	train
nist_1280308	train
nist_1280329	train
nist_1280344	test
nist_1280374	train
nist_1280393	train
nist_1280400	train
nist_1280427	train
nist_1280435	test
nist_1280455	test
nist_1280465	test
nist_1280531	train
nist_1280587	train
nist_1280603	train
nist_1280675	train
nist_1280743	train
nist_1280771	train
nist_1280786	train
nist_1280820	train
nist_1280865	train
nist_1280941	train
nist_1280968	train
nist_1280981	train
nist_1281017	train
nist_1281034	train
nist_1281063	train
nist_1281075	train
nist_1281093	train
nist_1281105	train
nist_1281123	train
nist_1281139	train
nist_1281151	train
nist_1281175	train
nist_1281188	train
nist_1281210	train
nist_1281235	train
nist_1281253	train
nist_1281262	train
nist_1281273	train
nist_1281298	train
nist_1281338	train
nist_1281348	train
nist_1281358	train
nist_1281378	train
nist_1281437	train
nist_1281447	train
nist_1281467	train
nist_1281479	train
nist_1281500	train
nist_1281573	val
nist_1281628	train
nist_1281653	train
nist_1281689	train
nist_1281706	train
nist_1281731	train
nist_1281755	train
nist_1281831	train
nist_1281853	train
nist_1281873	train
nist_1281975	train
nist_1281996	train
nist_1282019	train
nist_1282047	train
nist_1282074	train
nist_1282095	train
nist_1282122	train
nist_1282157	test
nist_1282179	test
nist_1282203	test
nist_1282273	train
nist_1282294	train
nist_1282315	train
nist_1282353	train
nist_1282374	train
nist_1282395	train
nist_1282420	train
nist_1282439	train
nist_1282465	train
nist_1282489	train
nist_1282541	train
nist_1282564	train
nist_1282587	train
nist_1282636	train
nist_1282657	train
nist_1282679	train
nist_1282765	train
nist_1282775	train
nist_1282795	train
nist_1282832	train
nist_1282844	train
nist_1282865	train
nist_1282906	train
nist_1282938	train
nist_1282955	train
nist_1282977	train
nist_1283036	train
nist_1283054	train
nist_1283107	train
nist_1283135	train
nist_1283209	train
nist_1283229	train
nist_1283247	train
nist_1283351	train
nist_1283371	train
nist_1283439	train
nist_1283447	train
nist_1283481	train
nist_1283502	train
nist_1283640	train
nist_1283660	train
nist_1283738	train
nist_1283755	train
nist_1283777	train
nist_1283817	test
nist_1283841	test
nist_1283861	test
nist_1284064	train
nist_1284086	train
nist_1284093	train
nist_1284106	train
nist_1284153	train
nist_1284163	val
nist_1284198	val
nist_1284218	train
nist_1284229	train
nist_1284239	train
nist_1284259	train
nist_1284306	train
nist_1284322	train
nist_1284341	train
nist_1284417	train
nist_1284435	train
nist_1284460	train
nist_1284481	train
nist_1284500	train
nist_1284513	train
nist_1284567	train
nist_1284603	train
nist_1284618	train
nist_1284628	test
nist_1284711	test
nist_1284740	train
nist_1284961	train
nist_1285028	train
nist_1285047	train
nist_1285065	train
nist_1285084	train
nist_1285102	train
nist_1285131	train
nist_1285157	train
nist_1285179	train
nist_1285213	train
nist_1285228	train
nist_1285251	train
nist_1285290	train
nist_1285297	train
nist_1285312	train
nist_1285338	train
nist_1285348	train
nist_1285416	train
nist_1285423	train
nist_1285447	train
nist_1285466	train
nist_1285506	test
nist_1285529	test
nist_1285549	test
nist_1285566	test
nist_1285605	train
nist_1285642	train
nist_1285677	train
nist_1285759	val
nist_1285784	val
nist_1285835	val
nist_1285844	train
nist_1285880	train
nist_1285908	val
nist_1285927	val
nist_1285934	val
nist_1285970	train
nist_1286002	test
nist_1286020	test
nist_1286057	test
nist_1286070	test
nist_1286171	train
nist_1286240	train
nist_1286248	train
nist_1286274	train
nist_1286285	train
nist_1286321	train
nist_1286446	train
nist_1286555	val
nist_1286565	train
nist_1286610	train
nist_1286730	test
nist_1286839	val
nist_1286853	val
nist_1286870	val
nist_1286908	val
nist_1286943	val
nist_1287067	train
nist_1287092	train
nist_1287159	train
nist_1287164	train
nist_1287184	train
nist_1287244	train
nist_1287248	train
nist_1287282	train
nist_1287302	train
nist_1287338	train
nist_1287343	train
nist_1287378	test
nist_1287434	train
nist_1287484	train
nist_1287492	train
nist_1287499	train
nist_1287512	train
nist_1287537	val
nist_1287596	train
nist_1287658	train
nist_1287691	train
nist_1287696	train
nist_1287704	train
nist_1287723	train
nist_1287791	train
nist_1287841	train
nist_1287869	train
nist_1287963	train
nist_1288025	train
nist_1288034	train
nist_1288056	train
nist_1288083	train
nist_1288099	train
nist_1288131	train
nist_1288143	train
nist_1288165	train
nist_1288169	train
nist_1288178	train
nist_1288206	train
nist_1288214	train
nist_1288226	train
nist_1288239	train
nist_1288324	train
nist_1288334	train
nist_1288366	train
nist_1288424	train
nist_1288466	val
nist_1288488	train
nist_1288498	train
nist_1288567	train
nist_1288578	train
nist_1288607	train
nist_1288712	val
nist_1288801	test
nist_1288808	train
nist_1288830	train
nist_1288870	train
nist_1288889	train
nist_1288903	train
nist_1288926	train
nist_1288953	train
nist_1288968	train
nist_1289098	train
nist_1289112	train
nist_1289128	train
nist_1289139	train
nist_1289200	train
nist_1289323	train
nist_1289345	train
nist_1289365	train
nist_1289423	train
nist_1289444	train
nist_1289491	train
nist_1289509	train
nist_1289549	train
nist_1289583	train
nist_1289628	train
nist_1289676	train
nist_1289684	train
nist_1289696	train
nist_1289725	train
nist_1289736	train
nist_1289756	train
nist_1289783	train
nist_1289795	train
nist_1289817	train
nist_1289889	test
nist_1289933	train
nist_1289955	train
nist_1289978	train
nist_1290017	train
nist_1290025	train
nist_1290068	train
nist_1290083	train
nist_1290095	train
nist_1290138	train
nist_1290234	train
nist_1290243	train
nist_1290310	train
nist_1290316	train
nist_1290331	val
nist_1290410	val
nist_1290456	test
nist_1290550	test
nist_1290559	test
nist_1290584	test
nist_1290614	train
nist_1290755	train
nist_1290858	train
nist_1290902	train
nist_1290908	train
nist_1290923	train
nist_1290944	test
nist_1290950	test
nist_1290958	test
nist_1290991	test
nist_1291005	train
nist_1291020	train
nist_1291062	train
nist_1291067	train
nist_1291122	train
nist_1291128	test
nist_1291150	test
nist_1291172	test
nist_1291186	test
nist_1291359	val
nist_1291400	test
nist_1291405	test
nist_1291418	train
nist_1291443	train
nist_1291545	train
nist_1291548	train
nist_1291561	train
nist_1291570	val
nist_1291607	val
nist_1291666	val
nist_1291678	train
nist_1291699	train
nist_1291720	train
nist_1291738	train
nist_1291766	train
nist_1291775	train
nist_1291788	train
nist_1291819	train
nist_1291821	train
nist_1291868	train
nist_1291900	test
nist_1291979	test
nist_1291989	train
nist_1292010	train
nist_1292040	train
nist_1292088	train
nist_1292167	train
nist_1292197	train
nist_1292285	train
nist_1292290	train
nist_1292306	train
nist_1292314	train
nist_1292327	train
nist_1292358	train
nist_1292372	train
nist_1292408	val
nist_1292451	train
nist_1292472	train
nist_1292518	train
nist_1292563	train
nist_1292615	train
nist_1292624	train
nist_1292647	train
nist_1292689	train
nist_1292705	train
nist_1292747	val
nist_1292772	val
nist_1292781	val
nist_1292809	train
nist_1292833	train
nist_1292856	train
nist_1292893	train
nist_1292930	train
nist_1292941	train
nist_1292991	train
nist_1293068	train
nist_1293087	train
nist_1293158	train
nist_1293171	train
nist_1293213	train
nist_1293273	train
nist_1293291	train
nist_1293311	train
nist_1293340	test
nist_1293358	test
nist_1293372	train
nist_1293390	train
nist_1293464	train
nist_1293498	train
nist_1293542	train
nist_1293543	train
nist_1293581	train
nist_1293594	val
nist_1293631	val
nist_1293635	test
nist_1293654	test
nist_1293695	train
nist_1293711	train
nist_1293952	test
nist_1293982	test
nist_1293986	train
nist_1293999	train
nist_1294014	train
nist_1294027	train
nist_1294073	train
nist_1294075	train
nist_1294104	train
nist_1294138	train
nist_1294169	train
nist_1294200	train
nist_1294205	train
nist_1294223	train
nist_1294258	train
nist_1294263	train
nist_1294295	val
nist_1294334	val
nist_1294387	val
nist_1294405	val
nist_1294414	test
nist_1294454	test
nist_1294485	train
nist_1294505	train
nist_1294518	train
nist_1294552	train
nist_1294572	train
nist_1294593	train
nist_1294626	train
nist_1294685	train
nist_1294698	train
nist_1294745	test
nist_1294764	test
nist_1294846	train
nist_1294893	train
nist_1294917	train
nist_1294940	train
nist_1294968	train
nist_1294990	train
nist_1295010	train
nist_1295028	val
nist_1295045	val
nist_1295068	val
nist_1295086	train
nist_1295096	train
nist_1295117	train
nist_1295126	train
nist_1295157	train
nist_1295166	train
nist_1295187	train
nist_1295197	train
nist_1295203	train
nist_1295212	train
nist_1295227	train
nist_1295266	train
nist_1295283	train
nist_1295291	train
nist_1295335	train
nist_1295384	train
nist_1295415	train
nist_1295469	train
nist_1295510	train
nist_1295578	train
nist_1295629	train
nist_1295683	train
nist_1295740	train
nist_1295770	train
nist_1295833	train
nist_1295876	train
nist_1295903	train
nist_1295943	test
nist_1295959	train
nist_1295979	train
nist_1295994	train
nist_1296029	train
nist_1296041	train
nist_1296080	train
nist_1296106	train
nist_1296127	train
nist_1296161	train
nist_1296194	train
nist_1296211	train
nist_1296227	train
nist_1296246	train
nist_1296262	train
nist_1296320	train
nist_1296354	val
nist_1296388	val
nist_1296401	val
nist_1296425	val
nist_1296439	train
nist_1296460	train
nist_1296533	train
nist_1296591	train
nist_1296634	train
nist_1296656	train
nist_1296677	train
nist_1296729	train
nist_1296781	train
nist_1296838	train
nist_1296900	train
nist_1296926	train
nist_1296976	val
nist_1297021	train
nist_1297062	train
nist_1297138	train
nist_1297174	train
nist_1297193	train
nist_1297240	val
nist_1297277	train
nist_1297334	train
nist_1297375	train
nist_1297412	val
nist_1297455	train
nist_1297555	train
nist_1297593	train
nist_1297633	val
nist_1297662	test
nist_1297702	train
nist_1297724	train
nist_1297737	train
nist_1297778	train
nist_1297815	train
nist_1297854	train
nist_1297897	train
nist_1297957	train
nist_1297961	train
nist_1298000	train
nist_1298042	train
nist_1298079	train
nist_1298165	train
nist_1298172	train
nist_1298201	train
nist_1298206	train
nist_1298211	train
nist_1298297	train
nist_1298361	train
nist_1298390	train
nist_1298420	train
nist_1298445	test
nist_1298464	test
nist_1298502	train
nist_1298531	train
nist_1298557	train
nist_1298605	train
nist_1298627	train
nist_1298674	train
nist_1298688	train
nist_1298722	train
nist_1298728	train
nist_1298753	train
nist_1298756	train
nist_1298817	train
nist_1298823	train
nist_1298841	train
nist_1298945	test
nist_1298970	test
nist_1299027	train
nist_1299037	train
nist_1299047	train
nist_1299061	train
nist_1299104	train
nist_1299112	train
nist_1299128	train
nist_1299151	train
nist_1299191	train
nist_1299197	train
nist_1299225	train
nist_1299277	train
nist_1299298	train
nist_1299316	train
nist_1299331	train
nist_1299381	val
nist_1299390	val
nist_1299411	val
nist_1299449	val
nist_1299470	val
nist_1299503	train
nist_1299524	train
nist_1299539	train
nist_1299560	train
nist_1299589	train
nist_1299624	train
nist_1299656	test
nist_1299692	test
nist_1299704	test
nist_1299710	train
nist_1299748	train
nist_1299759	train
nist_1299765	train
nist_1299793	train
nist_1299811	train
nist_1299826	val
nist_1299869	train
nist_1299900	train
nist_1299920	train
nist_1299950	train
nist_1299987	train
nist_1300005	train
nist_1300033	train
nist_1300050	train
nist_1300070	val
nist_1300092	train
nist_1300112	train
nist_1300122	val
nist_1300157	train
nist_1300187	train
nist_1300217	train
nist_1300247	test
nist_1300278	train
nist_1300317	test
nist_1300330	test
nist_1300342	test
nist_1300350	val
nist_1300387	train
nist_1300428	train
nist_1300434	train
nist_1300470	test
nist_1300486	train
nist_1300507	train
nist_1300556	train
nist_1300577	train
nist_1300610	test
nist_1300639	test
nist_1300658	train
nist_1300693	train
nist_1300709	train
nist_1300727	train
nist_1300742	train
nist_1300763	train
nist_1300803	train
nist_1300857	train
nist_1300971	test
nist_1301001	train
nist_1301036	train
nist_1301064	train
nist_1301082	train
nist_1301100	train
nist_1301120	train
nist_1301139	train
nist_1301147	val
nist_1301182	train
nist_1301204	train
nist_1301237	train
nist_1301280	train
nist_1301296	val
nist_1301313	train
nist_1301342	train
nist_1301360	train
nist_1301384	train
nist_1301406	train
nist_1301421	train
nist_1301443	train
nist_1301449	test
nist_1301465	test
nist_1301498	train
nist_1301523	test
nist_1301542	test
nist_1301550	test
nist_1301604	train
nist_1301623	test
nist_1301644	test
nist_1301658	train
nist_1301701	train
nist_1301705	test
nist_1301745	train
nist_1301793	train
nist_1301830	train
nist_1301849	train
nist_1301875	train
nist_1301921	train
nist_1301979	train
nist_1302022	train
nist_1302032	train
nist_1302058	train
nist_1302089	train
nist_1302120	train
nist_1302155	train
nist_1302164	train
nist_1302227	train
nist_1302234	train
nist_1302266	train
nist_1302276	train
nist_1302305	train
nist_1302311	train
nist_1302342	train
nist_1302366	train
nist_1302398	train
nist_1302414	train
nist_1302445	train
nist_1302462	train
nist_1302493	train
nist_1302524	test
nist_1302552	val
nist_1302575	train
nist_1302609	test
nist_1302648	train
nist_1302693	train
nist_1302703	train
nist_1302726	train
nist_1302754	train
nist_1302791	train
nist_1302823	train
nist_1302834	train
nist_1302857	train
nist_1302876	train
nist_1302887	train
nist_1302907	train
nist_1302927	train
nist_1302941	val
nist_1302963	val
nist_1302979	train
nist_1302999	train
nist_1303013	train
nist_1303045	train
nist_1303083	train
nist_1303101	train
nist_1303107	train
nist_1303128	train
nist_1303141	val
nist_1303162	val
nist_1303175	train
nist_1303196	train
nist_1303207	val
nist_1303227	val
nist_1303238	train
nist_1303260	train
nist_1303273	train
nist_1303301	test
nist_1303323	test
nist_1303339	train
nist_1303361	train
nist_1303377	train
nist_1303398	train
nist_1303411	val
nist_1303431	val
nist_1303443	train
nist_1303463	train
nist_1303475	train
nist_1303513	train
nist_1303523	train
nist_1303546	train
nist_1303562	train
nist_1303586	train
nist_1303598	train
nist_1303649	test
nist_1303691	train
nist_1303711	train
nist_1303748	train
nist_1303769	train
nist_1303788	train
nist_1303805	train
nist_1303812	train
nist_1303834	train
nist_1303856	train
nist_1303890	train
nist_1303896	train
nist_1303906	train
nist_1303929	train
nist_1304008	train
nist_1304021	test
nist_1304045	test
nist_1304105	test
nist_1304119	test
nist_1304137	train
nist_1304152	train
nist_1304170	train
nist_1304183	train
nist_1304202	train
nist_1304233	train
nist_1304241	train
nist_1304249	train
nist_1304268	train
nist_1304325	train
nist_1304335	train
nist_1304345	train
nist_1304367	train
nist_1304395	train
nist_1304401	train
nist_1304462	train
nist_1304475	val
nist_1304495	val
nist_1304531	train
nist_1304724	train
nist_1304755	train
nist_1304777	val
nist_1304808	train
nist_1304842	train
nist_1304849	train
nist_1304861	train
nist_1304871	train
nist_1304933	train
nist_1304949	train
nist_1304956	train
nist_1304970	train
nist_1304977	train
nist_1304999	train
nist_1305037	train
nist_1305056	train
nist_1305087	train
nist_1305125	train
nist_1305148	train
nist_1305193	train
nist_1305214	train
nist_1305253	train
nist_1305262	train
nist_1305283	train
nist_1305295	train
nist_1305311	train
nist_1305349	train
nist_1305352	train
nist_1305359	train
nist_1305373	train
nist_1305385	train
nist_1305404	train
nist_1305435	train
nist_1305468	train
nist_1305498	train
nist_1305532	train
nist_1305537	train
nist_1305554	train
nist_1305568	train
nist_1305607	train
nist_1305633	train
nist_1305683	train
nist_1305712	train
nist_1305816	train
nist_1305848	train
nist_1305867	train
nist_1305934	train
nist_1305941	train
nist_1305971	train
nist_1305991	train
nist_1306009	train
nist_1306029	train
nist_1306060	train
nist_1306080	train
nist_1306116	train
nist_1306143	train
nist_1306169	train
nist_1306190	train
nist_1306217	val
nist_1306238	val
nist_1306274	val
nist_1306314	train
nist_1306344	train
nist_1306377	val
nist_1306416	val
nist_1306449	train
nist_1306453	train
nist_1306465	val
nist_1306527	train
nist_1306564	train
nist_1306581	train
nist_1306598	train
nist_1306610	train
nist_1306617	train
nist_1306668	train
nist_1306703	train
nist_1306735	train
nist_1306739	train
nist_1306770	train
nist_1306792	train
nist_1306822	train
nist_1306831	test
nist_1306846	train
nist_1306945	train
nist_1306966	train
nist_1306984	train
nist_1307021	train
nist_1307046	train
nist_1307071	train
nist_1307108	train
nist_1307116	train
nist_1307133	train
nist_1307145	train
nist_1307175	train
nist_1307177	train
nist_1307196	train
nist_1307223	train
nist_1307227	val
nist_1307243	val
nist_1307261	val
nist_1307269	train
nist_1307307	train
nist_1307358	test
nist_1307439	train
nist_1307478	train
nist_1307515	train
nist_1307531	train
nist_1307566	train
nist_1307611	train
nist_1307630	train
nist_1307643	train
nist_1307670	train
nist_1307704	train
nist_1307814	train
nist_1307854	train
nist_1307882	train
nist_1307898	train
nist_1307946	test
nist_1307969	test
nist_1308007	test
nist_1308011	train
nist_1308040	train
nist_1308060	train
nist_1308083	train
nist_1308102	train
nist_1308109	train
nist_1308122	train
nist_1308144	train
nist_1308181	train
nist_1308196	train
