spec	Fold_0
nist_1190856	train
nist_1190874	train
nist_1190897	train
nist_1190911	train
nist_1190933	train
nist_1190960	train
nist_1190985	train
nist_1191006	train
nist_1191012	test
nist_1191029	test
nist_1191048	test
nist_1191057	train
nist_1191087	train
nist_1191108	train
nist_1191130	train
nist_1191135	train
nist_1191155	train
nist_1191175	train
nist_1191195	train
nist_1191216	train
nist_1191235	train
nist_1191258	train
nist_1191277	train
nist_1191296	train
nist_1191318	train
nist_1191333	train
nist_1191361	test
nist_1191379	test
nist_1191395	train
nist_1191417	train
nist_1191450	train
nist_1191472	train
nist_1191491	train
nist_1191514	test
nist_1191531	train
nist_1191550	train
nist_1191562	train
nist_1191581	train
nist_1191597	train
nist_1191616	train
nist_1191658	train
nist_1191679	train
nist_1191696	train
nist_1191739	train
nist_1191752	train
nist_1191769	train
nist_1191836	val
nist_1191854	train
nist_1191866	train
nist_1191879	train
nist_1191908	train
nist_1191928	train
nist_1191944	train
nist_1191989	train
nist_1192005	val
nist_1192035	train
nist_1192106	train
nist_1192140	val
nist_1192151	train
nist_1192206	train
nist_1192233	train
nist_1192250	train
nist_1192268	test
nist_1192287	test
nist_1192293	val
nist_1192302	train
nist_1192369	train
nist_1192432	train
nist_1192483	train
nist_1192498	train
nist_1192529	train
nist_1192540	train
nist_1192571	train
nist_1192576	train
nist_1192597	train
nist_1192622	train
nist_1192650	train
nist_1192684	train
nist_1192700	train
nist_1192734	train
nist_1192821	train
nist_1192836	train
nist_1192877	train
nist_1192893	train
nist_1192908	train
nist_1192921	train
nist_1192936	train
nist_1192956	train
nist_1192996	test
nist_1193000	train
nist_1193014	train
nist_1193029	train
nist_1193044	val
nist_1193062	val
nist_1193080	train
nist_1193099	train
nist_1193120	val
nist_1193137	val
nist_1193151	val
nist_1193175	test
nist_1193199	test
nist_1193217	train
nist_1193298	train
nist_1193315	train
nist_1193386	train
nist_1193390	train
nist_1193414	train
nist_1193440	train
nist_1193496	train
nist_1193516	test
nist_1193536	test
nist_1193565	train
nist_1193578	train
nist_1193591	train
nist_1193607	train
nist_1193630	val
nist_1193645	val
nist_1193659	train
nist_1193676	train
nist_1193689	train
nist_1193711	train
nist_1193719	train
nist_1193741	train
nist_1193755	train
nist_1193775	train
nist_1193790	val
nist_1193810	train
nist_1193827	train
nist_1193843	test
nist_1193858	test
nist_1193871	val
nist_1193886	train
nist_1193906	train
nist_1193919	val
nist_1193934	train
nist_1193950	train
nist_1193966	train
nist_1193977	train
nist_1193992	train
nist_1194005	train
nist_1194023	train
nist_1194038	train
nist_1194052	train
nist_1194069	train
nist_1194083	train
nist_1194098	train
nist_1194110	train
nist_1194128	train
nist_1194143	train
nist_1194163	train
nist_1194184	train
nist_1194204	train
nist_1194218	train
nist_1194224	train
nist_1194240	test
nist_1194253	train
nist_1194264	train
nist_1194278	train
nist_1194298	train
nist_1194312	train
nist_1194325	train
nist_1194341	train
nist_1194349	train
nist_1194364	train
nist_1194376	train
nist_1194391	train
nist_1194404	train
nist_1194419	train
nist_1194433	train
nist_1194449	train
nist_1194458	train
nist_1194482	train
nist_1194500	train
nist_1194526	train
nist_1194545	train
nist_1194559	train
nist_1194572	train
nist_1194587	train
nist_1194602	train
nist_1194623	train
nist_1194644	train
nist_1194659	val
nist_1194673	train
nist_1194695	test
nist_1194716	train
nist_1194737	train
nist_1194750	val
nist_1194773	train
nist_1194790	train
nist_1194810	train
nist_1194823	train
nist_1194836	train
nist_1194856	train
nist_1194870	train
nist_1194885	train
nist_1194898	train
nist_1194916	train
nist_1194930	val
nist_1194943	train
nist_1194959	train
nist_1194972	train
nist_1194991	train
nist_1195005	train
nist_1195015	train
nist_1195031	train
nist_1195041	train
nist_1195050	train
nist_1195065	train
nist_1195078	train
nist_1195088	train
nist_1195104	train
nist_1195116	train
nist_1195131	train
nist_1195142	train
nist_1195160	train
nist_1195174	train
nist_1195186	train
nist_1195201	train
nist_1195217	train
nist_1195231	train
nist_1195259	test
nist_1195271	train
nist_1195292	test
nist_1195307	test
nist_1195330	train
nist_1195345	train
nist_1195358	train
nist_1195365	train
nist_1195373	train
nist_1195390	train
nist_1195405	train
nist_1195420	train
nist_1195438	val
nist_1195455	train
nist_1195470	train
nist_1195494	val
nist_1195507	train
nist_1195525	train
nist_1195545	train
nist_1195561	train
nist_1195579	train
nist_1195596	train
nist_1195615	train
nist_1195632	train
nist_1195645	train
nist_1195659	train
nist_1195671	train
nist_1195689	val
nist_1195707	train
nist_1195729	train
nist_1195743	train
nist_1195756	train
nist_1195770	train
nist_1195779	train
nist_1195799	train
nist_1195831	train
nist_1195838	train
nist_1195852	train
nist_1195863	train
nist_1195875	train
nist_1195887	train
nist_1195900	test
nist_1195909	train
nist_1195921	train
nist_1195931	train
nist_1195942	train
nist_1195954	train
nist_1195962	train
nist_1195970	train
nist_1195985	train
nist_1195998	test
nist_1196028	train
nist_1196038	train
nist_1196054	train
nist_1196061	train
nist_1196095	train
nist_1196107	train
nist_1196121	train
nist_1196136	train
nist_1196142	train
nist_1196153	test
nist_1196166	train
nist_1196188	train
nist_1196193	train
nist_1196223	train
nist_1196236	train
nist_1196249	train
nist_1196270	val
nist_1196275	train
nist_1196284	train
nist_1196312	train
nist_1196319	train
nist_1196332	val
nist_1196345	train
nist_1196357	train
nist_1196371	val
nist_1196385	train
nist_1196400	train
nist_1196409	train
nist_1196422	val
nist_1196433	train
nist_1196443	train
nist_1196454	train
nist_1196471	test
nist_1196479	train
nist_1196481	train
nist_1196484	train
nist_1196496	train
nist_1196513	train
nist_1196526	train
nist_1196535	train
nist_1196549	train
nist_1196561	train
nist_1196573	train
nist_1196587	train
nist_1196600	train
nist_1196611	train
nist_1196629	train
nist_1196647	train
nist_1196665	val
nist_1196678	train
nist_1196693	train
nist_1196711	train
nist_1196723	train
nist_1196731	train
nist_1196745	train
nist_1196754	val
nist_1196768	train
nist_1196776	test
nist_1196789	train
nist_1196798	val
nist_1196820	train
nist_1196828	train
nist_1196840	train
nist_1196856	train
nist_1196870	train
nist_1196887	train
nist_1196903	val
nist_1196916	train
nist_1196926	test
nist_1196932	test
nist_1196947	train
nist_1196953	train
nist_1196967	train
nist_1196973	train
nist_1196983	train
nist_1196997	train
nist_1197009	train
nist_1197017	train
nist_1197029	train
nist_1197036	train
nist_1197048	test
nist_1197058	test
nist_1197070	train
nist_1197077	train
nist_1197108	train
nist_1197121	val
nist_1197133	val
nist_1197154	train
nist_1197164	train
nist_1197175	train
nist_1197184	train
nist_1197193	train
nist_1197202	val
nist_1197211	train
nist_1197220	train
nist_1197230	train
nist_1197241	train
nist_1197253	train
nist_1197260	test
nist_1197270	train
nist_1197275	train
nist_1197280	train
nist_1197291	train
nist_1197301	train
nist_1197316	test
nist_1197325	test
nist_1197340	train
nist_1197348	train
nist_1197354	train
nist_1197366	train
nist_1197379	train
nist_1197418	train
nist_1197435	test
nist_1197450	test
nist_1197469	train
nist_1197494	val
nist_1197507	val
nist_1197514	train
nist_1197530	val
nist_1197540	train
nist_1197552	train
nist_1197570	train
nist_1197587	train
nist_1197600	train
nist_1197608	train
nist_1197611	train
nist_1197618	train
nist_1197625	train
nist_1197639	test
nist_1197650	test
nist_1197655	train
nist_1197665	train
nist_1197673	val
nist_1197695	train
nist_1197712	train
nist_1197719	train
nist_1197733	val
nist_1197749	val
nist_1197778	test
nist_1197810	train
nist_1197824	train
nist_1197828	train
nist_1197837	train
nist_1197848	val
nist_1197873	train
nist_1197893	train
nist_1197904	train
nist_1197924	train
nist_1197945	train
nist_1197953	train
nist_1197965	train
nist_1198019	train
nist_1198034	train
nist_1198043	val
nist_1198059	val
nist_1198071	train
nist_1198086	train
nist_1198115	train
nist_1198129	train
nist_1198142	train
nist_1198150	train
nist_1198166	train
nist_1198178	val
nist_1198184	val
nist_1198200	train
nist_1198203	train
nist_1198210	train
nist_1198221	train
nist_1198234	train
nist_1198244	val
nist_1198256	val
nist_1198286	train
nist_1198305	train
nist_1198320	train
nist_1198351	test
nist_1198370	train
nist_1198375	test
nist_1198397	train
nist_1198414	train
nist_1198432	train
nist_1198451	train
nist_1198473	train
nist_1198491	train
nist_1198514	train
nist_1198533	train
nist_1198555	train
nist_1198568	train
nist_1198578	train
nist_1198611	train
nist_1198632	train
nist_1198645	train
nist_1198657	train
nist_1198660	train
nist_1198679	train
nist_1198696	train
nist_1198710	train
nist_1198720	test
nist_1198740	test
nist_1198754	test
nist_1198764	train
nist_1198781	train
nist_1198822	train
nist_1198841	train
nist_1198860	train
nist_1198868	train
nist_1198884	train
nist_1198898	train
nist_1198936	test
nist_1198958	train
nist_1198971	train
nist_1198994	train
nist_1199012	train
nist_1199033	train
nist_1199045	train
nist_1199060	train
nist_1199072	train
nist_1199089	train
nist_1199109	train
nist_1199121	train
nist_1199142	val
nist_1199163	val
nist_1199180	test
nist_1199196	train
nist_1199206	train
nist_1199220	train
nist_1199236	train
nist_1199268	train
nist_1199277	train
nist_1199290	train
nist_1199336	test
nist_1199360	test
nist_1199403	train
nist_1199421	train
nist_1199445	train
nist_1199492	train
nist_1199534	train
nist_1199554	train
nist_1199578	train
nist_1199601	train
nist_1199614	val
nist_1199634	val
nist_1199653	val
nist_1199669	val
nist_1199684	train
nist_1199698	train
nist_1199704	train
nist_1199726	train
nist_1199741	train
nist_1199752	val
nist_1199772	train
nist_1199782	train
nist_1199798	test
nist_1199814	train
nist_1199833	val
nist_1199847	val
nist_1199869	train
nist_1199914	train
nist_1199933	train
nist_1199953	train
nist_1199972	train
nist_1199992	train
nist_1200002	train
nist_1200020	train
nist_1200039	train
nist_1200056	train
nist_1200070	train
nist_1200089	train
nist_1200092	train
nist_1200124	train
nist_1200162	test
nist_1200183	train
nist_1200222	train
nist_1200255	train
nist_1200294	train
nist_1200336	train
nist_1200355	test
nist_1200415	train
nist_1200437	train
nist_1200458	train
nist_1200481	train
nist_1200516	train
nist_1200537	train
nist_1200558	train
nist_1200577	train
nist_1200589	train
nist_1200611	train
nist_1200619	train
nist_1200639	train
nist_1200670	train
nist_1200699	train
nist_1200718	train
nist_1200733	train
nist_1200752	train
nist_1200771	train
nist_1200791	train
nist_1200820	train
nist_1200844	train
nist_1200863	train
nist_1200888	train
nist_1200909	train
nist_1200928	train
nist_1200967	train
nist_1201008	train
nist_1201045	train
nist_1201066	train
nist_1201073	train
nist_1201096	test
nist_1201110	train
nist_1201121	train
nist_1201159	train
nist_1201176	train
nist_1201193	train
nist_1201206	train
nist_1201221	test
nist_1201238	train
nist_1201254	train
nist_1201270	train
nist_1201295	train
nist_1201298	val
nist_1201305	train
nist_1201328	train
nist_1201395	train
nist_1201416	train
nist_1201493	train
nist_1201515	train
nist_1201530	train
nist_1201556	train
nist_1201567	train
nist_1201590	train
nist_1201615	val
nist_1201635	val
nist_1201654	val
nist_1201686	val
nist_1201708	train
nist_1201718	train
nist_1201742	train
nist_1201763	train
nist_1201787	train
nist_1201816	train
nist_1201831	train
nist_1201837	val
nist_1201894	train
nist_1201909	train
nist_1201933	train
nist_1201951	train
nist_1201961	train
nist_1201965	train
nist_1201985	test
nist_1202010	test
nist_1202045	test
nist_1202071	train
nist_1202097	train
nist_1202117	train
nist_1202147	train
nist_1202165	val
nist_1202196	val
nist_1202217	val
nist_1202230	val
nist_1202245	test
nist_1202266	test
nist_1202275	test
nist_1202293	test
nist_1202307	test
nist_1202318	test
nist_1202338	test
nist_1202348	test
nist_1202357	train
nist_1202379	train
nist_1202399	train
nist_1202416	train
nist_1202431	test
nist_1202473	test
nist_1202503	test
nist_1202548	train
nist_1202567	train
nist_1202586	train
nist_1202606	train
nist_1202652	train
nist_1202674	test
nist_1202689	test
nist_1202696	train
nist_1202733	train
nist_1202754	train
nist_1202771	train
nist_1202812	train
nist_1202826	train
nist_1202843	test
nist_1202864	test
nist_1202870	train
nist_1202902	train
nist_1202915	train
nist_1202928	train
nist_1202947	train
nist_1202951	train
nist_1202963	train
nist_1202979	train
nist_1202998	train
nist_1203016	train
nist_1203019	train
nist_1203033	train
nist_1203052	train
nist_1203063	test
nist_1203083	test
nist_1203102	train
nist_1203111	train
nist_1203128	train
nist_1203143	train
nist_1203160	train
nist_1203179	train
nist_1203199	train
nist_1203216	train
nist_1203238	train
nist_1203254	train
nist_1203270	train
nist_1203279	test
nist_1203296	test
nist_1203312	train
nist_1203334	train
nist_1203358	train
nist_1203378	train
nist_1203397	train
nist_1203416	train
nist_1203432	train
nist_1203448	train
nist_1203462	train
nist_1203471	test
nist_1203486	train
nist_1203494	train
nist_1203504	train
nist_1203515	train
nist_1203541	train
nist_1203559	train
nist_1203577	train
nist_1203597	train
nist_1203624	val
nist_1203644	val
nist_1203673	test
nist_1203692	test
nist_1203711	train
nist_1203726	train
nist_1203745	train
nist_1203761	train
nist_1203780	train
nist_1203800	val
nist_1203818	val
nist_1203834	train
nist_1203849	train
nist_1203862	test
nist_1203881	test
nist_1203902	test
nist_1203921	test
nist_1203939	train
nist_1203953	train
nist_1203969	train
nist_1203988	train
nist_1204004	train
nist_1204020	train
nist_1204036	test
nist_1204055	test
nist_1204070	train
nist_1204088	train
nist_1204108	train
nist_1204128	train
nist_1204149	train
nist_1204167	train
nist_1204184	train
nist_1204202	train
nist_1204222	train
nist_1204239	train
nist_1204257	train
nist_1204274	train
nist_1204291	train
nist_1204309	train
nist_1204327	train
nist_1204346	train
nist_1204366	train
nist_1204382	train
nist_1204403	train
nist_1204410	train
nist_1204429	train
nist_1204451	train
nist_1204474	train
nist_1204495	train
nist_1204503	train
nist_1204521	train
nist_1204538	test
nist_1204558	test
nist_1204574	train
nist_1204595	train
nist_1204616	train
nist_1204637	train
nist_1204659	train
nist_1204677	train
nist_1204693	test
nist_1204716	test
nist_1204730	test
nist_1204751	val
nist_1204773	val
nist_1204784	train
nist_1204798	train
nist_1204814	train
nist_1204838	train
nist_1204883	train
nist_1204897	train
nist_1204919	train
nist_1204931	train
nist_1204950	train
nist_1204973	train
nist_1204981	train
nist_1205004	train
nist_1205023	train
nist_1205052	train
nist_1205067	train
nist_1205081	train
nist_1205093	train
nist_1205110	train
nist_1205128	train
nist_1205140	train
nist_1205153	train
nist_1205173	train
nist_1205192	val
nist_1205204	val
nist_1205215	test
nist_1205233	test
nist_1205244	train
nist_1205274	train
nist_1205277	test
nist_1205294	train
nist_1205329	train
nist_1205354	train
nist_1205375	train
nist_1205397	train
nist_1205439	train
nist_1205456	train
nist_1205467	train
nist_1205484	train
nist_1205571	train
nist_1205596	train
nist_1205613	train
nist_1205630	train
nist_1205651	train
nist_1205662	train
nist_1205685	train
nist_1205705	train
nist_1205723	train
nist_1205742	train
nist_1205761	train
nist_1205792	train
nist_1205804	train
nist_1205878	train
nist_1205888	train
nist_1205907	train
nist_1205916	train
nist_1205933	train
nist_1205946	test
nist_1205972	test
nist_1205977	train
nist_1206007	train
nist_1206026	train
nist_1206047	train
nist_1206069	train
nist_1206089	train
nist_1206106	train
nist_1206122	train
nist_1206142	train
nist_1206158	train
nist_1206174	train
nist_1206183	train
nist_1206192	train
nist_1206210	train
nist_1206227	train
nist_1206243	train
nist_1206268	train
nist_1206282	train
nist_1206299	train
nist_1206314	train
nist_1206344	train
nist_1206357	train
nist_1206373	train
nist_1206396	train
nist_1206412	train
nist_1206422	train
nist_1206433	train
nist_1206444	val
nist_1206466	train
nist_1206505	train
nist_1206518	train
nist_1206545	train
nist_1206568	train
nist_1206590	train
nist_1206617	val
nist_1206635	val
nist_1206642	val
nist_1206671	train
nist_1206684	train
nist_1206701	train
nist_1206720	train
nist_1206746	train
nist_1206769	train
nist_1206788	train
nist_1206805	train
nist_1206820	train
nist_1206835	train
nist_1206855	train
nist_1206870	train
nist_1206948	train
nist_1206971	test
nist_1206994	train
nist_1207010	train
nist_1207026	train
nist_1207039	train
nist_1207049	train
nist_1207069	train
nist_1207086	train
nist_1207105	train
nist_1207115	train
nist_1207129	train
nist_1207145	train
nist_1207170	train
nist_1207191	train
nist_1207212	train
nist_1207234	train
nist_1207257	val
nist_1207274	val
nist_1207301	test
nist_1207316	test
nist_1207337	test
nist_1207360	test
nist_1207374	train
nist_1207397	train
nist_1207418	train
nist_1207433	train
nist_1207453	test
nist_1207475	test
nist_1207493	test
nist_1207511	train
nist_1207539	train
nist_1207561	train
nist_1207577	train
nist_1207584	train
nist_1207602	train
nist_1207636	train
nist_1207653	test
nist_1207669	train
nist_1207681	train
nist_1207725	train
nist_1207754	train
nist_1207766	train
nist_1207781	train
nist_1207798	test
nist_1207814	train
nist_1207825	train
nist_1207840	train
nist_1207852	train
nist_1207870	train
nist_1207884	train
nist_1207894	train
nist_1207908	train
nist_1207919	train
nist_1207933	train
nist_1207952	train
nist_1207961	train
nist_1207975	val
nist_1208005	train
nist_1208013	train
nist_1208039	train
nist_1208056	train
nist_1208079	val
nist_1208097	train
nist_1208107	train
nist_1208122	test
nist_1208139	train
nist_1208144	train
nist_1208161	train
nist_1208190	train
nist_1208206	test
nist_1208213	train
nist_1208223	test
nist_1208243	train
nist_1208259	train
nist_1208279	train
nist_1208306	train
nist_1208320	train
nist_1208332	train
nist_1208351	train
nist_1208377	train
nist_1208382	train
nist_1208402	train
nist_1208420	train
nist_1208437	train
nist_1208455	train
nist_1208470	train
nist_1208487	train
nist_1208512	train
nist_1208532	train
nist_1208536	val
nist_1208554	train
nist_1208573	train
nist_1208591	train
nist_1208611	train
nist_1208625	train
nist_1208650	train
nist_1208666	train
nist_1208678	train
nist_1208695	train
nist_1208711	train
nist_1208728	train
nist_1208741	train
nist_1208755	train
nist_1208770	train
nist_1208787	train
nist_1208801	train
nist_1208814	train
nist_1208843	train
nist_1208860	train
nist_1208876	train
nist_1208893	train
nist_1208914	train
nist_1208932	train
nist_1208953	train
nist_1208967	train
nist_1208983	train
nist_1208999	train
nist_1209015	train
nist_1209030	train
nist_1209048	test
nist_1209070	test
nist_1209078	train
nist_1209099	train
nist_1209115	train
nist_1209134	train
nist_1209151	train
nist_1209169	train
nist_1209186	train
nist_1209206	train
nist_1209225	train
nist_1209246	train
nist_1209266	train
nist_1209282	test
nist_1209298	train
nist_1209316	train
nist_1209335	train
nist_1209354	train
nist_1209370	train
nist_1209390	train
nist_1209406	train
nist_1209419	train
nist_1209436	val
nist_1209452	train
nist_1209472	train
nist_1209488	train
nist_1209500	train
nist_1209516	val
nist_1209531	train
nist_1209549	train
nist_1209565	val
nist_1209580	train
nist_1209593	train
nist_1209609	train
nist_1209624	val
nist_1209638	train
nist_1209652	train
nist_1209665	train
nist_1209684	test
nist_1209697	train
nist_1209710	train
nist_1209725	train
nist_1209744	train
nist_1209762	train
nist_1209783	train
nist_1209804	train
nist_1209824	train
nist_1209841	train
nist_1209862	train
nist_1209881	train
nist_1209898	train
nist_1209917	train
nist_1209935	train
nist_1209953	test
nist_1209967	train
nist_1210005	train
nist_1210038	train
nist_1210064	train
nist_1210074	train
nist_1210087	test
nist_1210103	train
nist_1210117	train
nist_1210130	train
nist_1210143	train
nist_1210161	train
nist_1210178	train
nist_1210195	train
nist_1210210	train
nist_1210223	val
nist_1210240	val
nist_1210261	train
nist_1210281	train
nist_1210299	train
nist_1210321	train
nist_1210339	train
nist_1210357	val
nist_1210376	train
nist_1210394	train
nist_1210411	train
nist_1210427	train
nist_1210437	val
nist_1210449	train
nist_1210460	test
nist_1210478	train
nist_1210507	train
nist_1210525	train
nist_1210543	train
nist_1210559	train
nist_1210583	train
nist_1210591	train
nist_1210609	train
nist_1210629	train
nist_1210709	train
nist_1210715	train
nist_1210721	train
nist_1210727	train
nist_1210733	train
nist_1210739	test
nist_1210744	train
nist_1210749	train
nist_1210761	train
nist_1210767	train
nist_1210770	test
nist_1210798	train
nist_1210816	train
nist_1210832	val
nist_1210870	train
nist_1210897	train
nist_1210908	train
nist_1210934	train
nist_1210940	train
nist_1210965	train
nist_1211005	train
nist_1211024	train
nist_1211046	train
nist_1211062	train
nist_1211078	test
nist_1211101	train
nist_1211129	train
nist_1211148	train
nist_1211198	train
nist_1211220	train
nist_1211245	train
nist_1211274	train
nist_1211314	train
nist_1211332	train
nist_1211400	train
nist_1211419	train
nist_1211466	train
nist_1211487	train
nist_1211528	train
nist_1211550	train
nist_1211607	train
nist_1211630	train
nist_1211672	train
nist_1211695	train
nist_1211756	test
nist_1211808	train
nist_1211830	train
nist_1211853	train
nist_1211903	train
nist_1211925	train
nist_1211984	train
nist_1211997	train
nist_1212018	train
nist_1212031	train
nist_1212060	train
nist_1212080	train
nist_1212105	test
nist_1212116	train
nist_1212143	train
nist_1212161	train
nist_1212174	test
nist_1212196	train
nist_1212266	train
nist_1212282	train
nist_1212310	train
nist_1212319	train
nist_1212339	train
nist_1212364	train
nist_1212390	train
nist_1212418	train
nist_1212450	train
nist_1212476	train
nist_1212482	train
nist_1212549	train
nist_1212558	train
nist_1212582	test
nist_1212588	train
nist_1212607	train
nist_1212617	train
nist_1212642	train
nist_1212650	val
nist_1212677	val
nist_1212685	train
nist_1212728	train
nist_1212774	train
nist_1212784	train
nist_1212791	train
nist_1212819	train
nist_1212837	train
nist_1212863	val
nist_1212882	train
nist_1212912	train
nist_1212936	train
nist_1212959	train
nist_1213003	val
nist_1213031	train
nist_1213112	train
nist_1213118	test
nist_1213146	train
nist_1213173	test
nist_1213220	train
nist_1213243	val
nist_1213264	val
nist_1213282	val
nist_1213298	train
nist_1213317	test
nist_1213327	test
nist_1213354	train
nist_1213380	test
nist_1213393	train
nist_1213408	train
nist_1213434	val
nist_1213456	train
nist_1213482	train
nist_1213508	train
nist_1213547	train
nist_1213568	val
nist_1213592	train
nist_1213620	train
nist_1213651	val
nist_1213704	val
nist_1213728	train
nist_1213748	train
nist_1213767	val
nist_1213786	val
nist_1213806	train
nist_1213829	val
nist_1213878	train
nist_1213899	train
nist_1213926	train
nist_1213948	train
nist_1213975	val
nist_1213978	train
nist_1214022	train
nist_1214051	train
nist_1214079	train
nist_1214122	train
nist_1214144	train
nist_1214173	train
nist_1214198	train
nist_1214246	val
nist_1214277	train
nist_1214306	train
nist_1214362	train
nist_1214383	train
nist_1214409	train
nist_1214429	train
nist_1214450	train
nist_1214474	train
nist_1214495	train
nist_1214516	train
nist_1214608	test
nist_1214637	train
nist_1214668	train
nist_1214700	train
nist_1214732	train
nist_1214760	train
nist_1214786	train
nist_1214815	train
nist_1214841	train
nist_1214866	train
nist_1214892	train
nist_1214972	train
nist_1215000	val
nist_1215029	val
nist_1215059	train
nist_1215116	train
nist_1215146	test
nist_1215174	train
nist_1215198	train
nist_1215229	train
nist_1215257	train
nist_1215288	train
nist_1215307	train
nist_1215317	train
nist_1215346	train
nist_1215373	train
nist_1215384	train
nist_1215428	test
nist_1215461	test
nist_1215473	train
nist_1215501	train
nist_1215514	train
nist_1215525	train
nist_1215545	train
nist_1215577	train
nist_1215588	train
nist_1215621	train
nist_1215650	val
nist_1215683	train
nist_1215716	train
nist_1215751	train
nist_1215784	train
nist_1215795	train
nist_1215816	train
nist_1215859	train
nist_1215885	train
nist_1215894	train
nist_1215931	train
nist_1215960	train
nist_1215994	train
nist_1216025	test
nist_1216052	test
nist_1216064	train
nist_1216090	train
nist_1216116	train
nist_1216144	train
nist_1216171	train
nist_1216200	train
nist_1216249	train
nist_1216276	val
nist_1216302	train
nist_1216319	val
nist_1216338	train
nist_1216353	train
nist_1216379	train
nist_1216397	train
nist_1216420	train
nist_1216463	train
nist_1216490	train
nist_1216521	train
nist_1216546	train
nist_1216579	val
nist_1216600	train
nist_1216623	train
nist_1216628	train
nist_1216660	train
nist_1216714	test
nist_1216738	train
nist_1216764	train
nist_1216791	train
nist_1216822	train
nist_1216833	test
nist_1216859	train
nist_1216884	test
nist_1216909	test
nist_1216931	train
nist_1216954	train
nist_1216976	train
nist_1216999	train
nist_1217009	test
nist_1217026	train
nist_1217045	train
nist_1217050	train
nist_1217078	train
nist_1217111	train
nist_1217138	train
nist_1217168	train
nist_1217196	train
nist_1217203	test
nist_1217234	train
nist_1217262	train
nist_1217291	train
nist_1217315	train
nist_1217344	train
nist_1217375	train
nist_1217390	train
nist_1217419	val
nist_1217443	test
nist_1217472	test
nist_1217501	train
nist_1217523	train
nist_1217550	train
nist_1217580	train
nist_1217611	train
nist_1217634	val
nist_1217661	val
nist_1217675	val
nist_1217686	val
nist_1217713	val
nist_1217789	train
nist_1217817	train
nist_1217843	val
nist_1217869	val
nist_1217885	train
nist_1217916	train
nist_1217923	train
nist_1217952	train
nist_1217960	train
nist_1217989	train
nist_1218010	train
nist_1218034	train
nist_1218049	train
nist_1218079	train
nist_1218109	train
nist_1218139	train
nist_1218170	train
nist_1218198	train
nist_1218228	train
nist_1218265	train
nist_1218292	train
nist_1218318	train
nist_1218348	val
nist_1218374	train
nist_1218400	train
nist_1218430	train
nist_1218458	train
nist_1218494	train
nist_1218524	train
nist_1218530	train
nist_1218560	train
nist_1218595	train
nist_1218626	train
nist_1218652	train
nist_1218678	train
nist_1218688	test
nist_1218758	train
nist_1218778	train
nist_1218802	train
nist_1218828	train
nist_1218845	train
nist_1218872	train
nist_1218888	train
nist_1218914	train
nist_1218921	train
nist_1218968	train
nist_1218996	train
nist_1219023	val
nist_1219050	val
nist_1219078	train
nist_1219135	train
nist_1219159	train
nist_1219205	train
nist_1219232	train
nist_1219252	train
nist_1219276	train
nist_1219282	train
nist_1219303	val
nist_1219311	train
nist_1219334	train
nist_1219359	test
nist_1219388	test
nist_1219396	train
nist_1219421	train
nist_1219433	train
nist_1219459	train
nist_1219498	train
nist_1219511	train
nist_1219532	train
nist_1219552	test
nist_1219572	train
nist_1219638	test
nist_1219677	train
nist_1219723	train
nist_1219741	train
nist_1219766	train
nist_1219782	train
nist_1219822	train
nist_1219849	train
nist_1219862	train
nist_1219873	train
nist_1219898	val
nist_1219926	train
nist_1219952	train
nist_1219970	train
nist_1219991	train
nist_1220019	train
nist_1220047	train
nist_1220078	train
nist_1220100	test
nist_1220125	train
nist_1220147	val
nist_1220164	train
nist_1220189	train
nist_1220214	train
nist_1220238	train
nist_1220262	val
nist_1220281	test
nist_1220310	test
nist_1220349	train
nist_1220369	train
nist_1220395	train
nist_1220415	train
nist_1220426	train
nist_1220443	train
nist_1220450	test
nist_1220472	train
nist_1220483	train
nist_1220509	test
nist_1220514	train
nist_1220534	train
nist_1220553	train
nist_1220561	train
nist_1220578	train
nist_1220587	train
nist_1220598	train
nist_1220615	val
nist_1220634	train
nist_1220660	train
nist_1220685	train
nist_1220712	val
nist_1220739	train
nist_1220767	train
nist_1220787	train
nist_1220838	val
nist_1220861	train
nist_1220882	train
nist_1220906	train
nist_1220922	train
nist_1220939	train
nist_1220953	train
nist_1220972	train
nist_1220999	train
nist_1221011	train
nist_1221025	train
nist_1221034	train
nist_1221057	train
nist_1221076	train
nist_1221096	train
nist_1221112	train
nist_1221125	train
nist_1221144	train
nist_1221158	train
nist_1221180	train
nist_1221207	train
nist_1221227	train
nist_1221247	val
nist_1221272	val
nist_1221296	train
nist_1221316	train
nist_1221322	train
nist_1221346	val
nist_1221367	train
nist_1221387	train
nist_1221407	train
nist_1221446	train
nist_1221471	train
nist_1221494	train
nist_1221535	train
nist_1221552	val
nist_1221573	val
nist_1221584	train
nist_1221604	train
nist_1221627	train
nist_1221633	val
nist_1221660	test
nist_1221683	train
nist_1221692	train
nist_1221713	train
nist_1221741	val
nist_1221768	train
nist_1221790	train
nist_1221796	val
nist_1221813	val
nist_1221825	train
nist_1221834	train
nist_1221841	test
nist_1221854	test
nist_1221883	test
nist_1221897	test
nist_1221904	train
nist_1221925	train
nist_1221948	train
nist_1221957	train
nist_1221975	train
nist_1221983	train
nist_1222013	train
nist_1222034	train
nist_1222059	train
nist_1222067	val
nist_1222095	train
nist_1222115	train
nist_1222122	test
nist_1222154	train
nist_1222178	train
nist_1222188	train
